"f2","f14","f18","f31","f32","f108","f161","f163","f249","f250","f301","f303","f325","f326","f328","f333","f334"
0.136,"500ETF购3月7500",0.102,0.1305,0.1369,10856,7.5,-151,14.86,5.19,20260325,22.03,0.4128,0.5041,-0.5907,"中证500ETF",7.259
0.4966,"500ETF购12月6750",0.3718,0.4961,0.5,8328,6.75,-1725,0,-0.17,20251224,14.51,0.9924,0.0953,-0.1924,"中证500ETF",7.259
0.2175,"500ETF购3月7250",0.1664,0.2148,0.2186,17381,7.25,-88,13.28,2.87,20260325,17.99,0.5391,0.514,-0.6122,"中证500ETF",7.259
0.3336,"500ETF购3月7000",0.2643,0.3244,0.345,8718,7,-1079,10.22,1.03,20260325,14.49,0.6657,0.4713,-0.5754,"中证500ETF",7.259
0.4926,"500ETF购1月6750",0.39,0.4856,0.4936,5711,6.75,-129,0,-0.23,20260128,12.72,0.863,0.4309,-0.5486,"中证500ETF",7.259
0.1539,"500ETF购6月7750",0.1222,0.147,0.1598,2432,7.75,-177,15.23,8.88,20260624,17.59,0.373,0.3538,-0.4211,"中证500ETF",7.259
0.0828,"500ETF购6月8250",0.0674,0.0799,0.0831,2772,8.25,161,17.16,14.79,20260624,19.92,0.2272,0.2818,-0.3297,"中证500ETF",7.259
0.2883,"500ETF购6月7250",0.2324,0.2883,0.2886,6080,7.25,-44,12.41,3.85,20260624,13.88,0.5511,0.3698,-0.453,"中证500ETF",7.259
0.1111,"500ETF购6月8000",0.0902,0.1072,0.1138,2670,8,-121,16.16,11.74,20260624,19.26,0.2948,0.3223,-0.38,"中证500ETF",7.259
0.2071,"500ETF购6月7500",0.1685,0.201,0.2102,4000,7.5,-93,13.82,6.17,20260624,16.11,0.4595,0.3709,-0.447,"中证500ETF",7.259
0.49,"500ETF购3月6750",0.399,0.4868,0.49,7010,6.75,127,0,-0.26,20260325,11.54,0.7793,0.384,-0.488,"中证500ETF",7.259
0.3905,"500ETF购6月7000",0.3191,0.3859,0.3908,3502,7,122,9.84,1.81,20260624,11.95,0.643,0.3486,-0.4367,"中证500ETF",7.259
0.0619,"500ETF购6月8500",0.0512,0.0604,0.0619,6097,8.5,-262,18.04,17.95,20260624,20.04,0.1709,0.2373,-0.2759,"中证500ETF",7.259
0.5137,"500ETF购6月6750",0.4277,0.503,0.5335,1695,6.75,40,0,0.06,20260624,10.32,0.7301,0.3089,-0.3993,"中证500ETF",7.259
0.7482,"500ETF购12月6500",0.6179,0.7422,0.75,3773,6.5,-298,0,-0.15,20251224,9.7,0.9999,0.0021,-0.0873,"中证500ETF",7.259
1.0074,"500ETF购12月6250",0.8665,0.99,1.0065,4368,6.25,-169,0,-0.02,20251224,7.21,1,0,-0.0818,"中证500ETF",7.259
0.7193,"500ETF购1月6500",0.5943,0.7117,0.7297,1369,6.5,76,0,-0.55,20260128,9.57,0.9487,0.2069,-0.3075,"中证500ETF",7.259
1.2474,"500ETF购12月6000",1.1169,1.2345,1.255,3124,6,-85,0,-0.16,20251224,5.82,1,0,-0.0785,"中证500ETF",7.259
0.9628,"500ETF购1月6250",0.8298,0.9512,0.9706,360,6.25,3,0,-0.64,20260128,7.43,0.9858,0.071,-0.1584,"中证500ETF",7.259
1.225,"500ETF购1月6000",1.0598,1.2,1.2098,243,6,21,0,-0.47,20260128,5.91,0.9972,0.0167,-0.0965,"中证500ETF",7.259
0.68,"500ETF购3月6500",0.5673,0.6678,0.6866,5170,6.5,-435,0,-1.09,20260325,9.28,0.8696,0.2745,-0.3735,"中证500ETF",7.259
1.4918,"500ETF购12月5750",1.3664,1.4838,1.5058,1999,5.75,16,0,-0.24,20251224,4.87,1,0,-0.0752,"中证500ETF",7.259
0.6782,"500ETF购6月6500",0.57,0.6586,0.6885,1176,6.5,-32,0,-1.11,20260624,8.64,0.8076,0.2555,-0.3456,"中证500ETF",7.259
1.7587,"500ETF购12月5500",1.6153,1.734,1.7577,1482,5.5,34,0,0,20251224,4.13,1,0,-0.0719,"中证500ETF",7.259
1.998,"500ETF购12月5250",1.8669,1.9837,1.9992,811,5.25,15,0,-0.15,20251224,3.63,1,0,-0.0687,"中证500ETF",7.259
2.25,"500ETF购12月5000",2.1178,2.2319,2.25,918,5,8,0,-0.12,20251224,3.23,1,0,-0.0654,"中证500ETF",7.259
2.4586,"500ETF购12月4800",2.3177,2.4323,2.4605,1118,4.8,-5,0,-0.01,20251224,2.95,1,0,-0.0628,"中证500ETF",7.259
2.3501,"500ETF购12月4900",2.2174,2.3329,2.3604,535,4.9,-29,0,-0.12,20251224,3.09,1,0,-0.0641,"中证500ETF",7.259
1.575,"500ETF沽3月8500",1.575,1.396,1.4279,475,8.5,0,51.26,4.6,20260325,4.23,-0.9186,0.1948,-0.1105,"中证500ETF",7.259
0.891,"500ETF购3月6250",0.7719,0.8798,0.898,3095,6.25,-11,0,-1.63,20260325,7.6,0.9323,0.1694,-0.2611,"中证500ETF",7.259
1.3203,"500ETF沽3月8250",1.3203,1.1591,1.1898,684,8.25,0,46.34,4.54,20260325,4.77,-0.8677,0.2771,-0.2089,"中证500ETF",7.259
1.1309,"500ETF购3月6000",0.9951,1.1101,1.1408,11088,6,1112,0,-1.76,20260325,6.22,0.9697,0.0888,-0.1728,"中证500ETF",7.259
0.0003,"500ETF沽12月4900",0.0003,0.0001,0.0003,70244,4.9,-1010,87.5,32.5,20251224,0,0,0,0,"中证500ETF",7.259
1.3699,"500ETF购3月5750",1.22,1.3424,1.3745,3535,5.75,-5,0,-1.92,20260325,5.24,0.9886,0.0387,-0.1164,"中证500ETF",7.259
1.6,"500ETF购3月5500",1.4577,1.5835,1.6167,3399,5.5,38,0,-2.19,20260325,4.52,0.9965,0.0137,-0.0864,"中证500ETF",7.259
1.8427,"500ETF购3月5250",1.6929,1.828,1.8625,3348,5.25,19,0,-2.29,20260325,3.94,0.9991,0.0038,-0.0726,"中证500ETF",7.259
0.85,"500ETF购6月6250",0.731,0.8378,0.845,1787,6.25,-13,0,-2.19,20260624,7.45,0.8719,0.1957,-0.2833,"中证500ETF",7.259
1.0537,"500ETF购6月6000",0.9229,1.0356,1.0536,2151,6,109,0,-2.83,20260624,6.34,0.921,0.1376,-0.2212,"中证500ETF",7.259
1.5793,"500ETF沽6月8500",1.7399,1.5656,1.5952,1497,8.5,10,38.32,4.66,20260624,3.81,-0.829,0.2373,-0.1653,"中证500ETF",7.259
1.6415,"500ETF沽3月8750",1.7966,1.6374,1.6705,623,8.75,-9,40.83,2.07,20260325,4.21,-0.9523,0.1283,-0.0311,"中证500ETF",7.259
1.3622,"500ETF沽6月8250",1.3622,1.3393,1.369,1451,8.25,0,36.59,5.11,20260624,4.12,-0.7727,0.2818,-0.2224,"中证500ETF",7.259
1.4913,"500ETF沽12月8750",1.6378,1.4914,1.5134,1402,8.75,-3,56.05,0,20251224,4.87,-0.9999,0,0.1146,"中证500ETF",7.259
1.121,"500ETF沽6月8000",1.2928,1.1215,1.1517,707,8,-110,33.31,5.23,20260624,4.57,-0.7051,0.3223,-0.2759,"中证500ETF",7.259
0.946,"500ETF沽3月8000",1.0801,0.9291,0.95,819,8,-100,32.48,2.82,20260325,6.11,-0.7957,0.3669,-0.3173,"中证500ETF",7.259
1.2194,"500ETF沽12月8500",1.3883,1.2403,1.2608,1475,8.5,-40,0,-0.3,20251224,5.95,-0.9999,0,0.1113,"中证500ETF",7.259
1.0375,"500ETF沽1月8250",1.1984,1.0408,1.0604,181,8.25,21,33.19,0.64,20260128,6.73,-0.9614,0.1643,-0.0762,"中证500ETF",7.259
0.9178,"500ETF沽6月7750",0.9504,0.9153,0.9459,1442,7.75,-74,31.49,5.88,20260624,4.96,-0.6269,0.3538,-0.3203,"中证500ETF",7.259
0.7352,"500ETF沽6月7500",0.855,0.735,0.75,1218,7.5,19,30.09,6.81,20260624,5.34,-0.5404,0.3709,-0.3494,"中证500ETF",7.259
0.73,"500ETF沽3月7750",0.852,0.7125,0.7399,1416,7.75,-57,29.71,3.29,20260325,6.97,-0.7013,0.4492,-0.4193,"中证500ETF",7.259
0.0991,"500ETF沽6月6000",0.1158,0.098,0.1,3525,6,-532,26.57,18.71,20260624,5.78,-0.0789,0.1376,-0.1431,"中证500ETF",7.259
0.8005,"500ETF沽1月8000",0.936,0.7975,0.8159,146,8,22,29.59,0.82,20260128,8.23,-0.908,0.3241,-0.2601,"中证500ETF",7.259
0.97,"500ETF沽12月8250",1.1393,0.9926,1.0114,618,8.25,-14,0,-0.29,20251224,7.48,-0.9999,0.0003,0.1078,"中证500ETF",7.259
0.5727,"500ETF沽6月7250",0.6736,0.5654,0.5874,2459,7.25,-39,28.95,8.01,20260624,5.69,-0.4488,0.3698,-0.3587,"中证500ETF",7.259
0.7545,"500ETF沽12月8000",0.8885,0.7446,0.756,1291,8,-19,44.53,0.19,20251224,9.61,-0.9992,0.0113,0.0923,"中证500ETF",7.259
0.4288,"500ETF沽6月7000",0.506,0.4119,0.4417,3776,7,26,27.87,9.48,20260624,6.04,-0.3569,0.3486,-0.3457,"中证500ETF",7.259
0.15,"500ETF沽6月6250",0.18,0.1487,0.15,3624,6.25,85,26.57,15.97,20260624,6.19,-0.128,0.1957,-0.202,"中证500ETF",7.259
0.5306,"500ETF沽3月7500",0.6433,0.5162,0.538,4098,7.5,544,27.11,3.99,20260325,8.03,-0.5871,0.5041,-0.4928,"中证500ETF",7.259
0.5729,"500ETF沽1月7750",0.6966,0.5635,0.58,527,7.75,189,26.11,1.13,20260128,10.26,-0.8095,0.5339,-0.5031,"中证500ETF",7.259
0.2179,"500ETF沽6月6500",0.2656,0.21,0.2267,4174,6.5,-61,26.65,13.46,20260624,6.41,-0.1923,0.2555,-0.2611,"中证500ETF",7.259
0.3092,"500ETF沽6月6750",0.3755,0.2968,0.3092,6212,6.75,123,27.03,11.27,20260624,6.33,-0.2698,0.3089,-0.3115,"中证500ETF",7.259
0.0056,"500ETF沽3月5250",0.0069,0.0056,0.0057,14882,5.25,1731,29.49,27.75,20260325,1.04,-0.0008,0.0038,-0.004,"中证500ETF",7.259
0.3653,"500ETF沽3月7250",0.4541,0.355,0.3649,8823,7.25,-228,25.43,5.16,20260325,9.16,-0.4608,0.514,-0.5176,"中证500ETF",7.259
0.0004,"500ETF购12月8500",0.0005,0.0004,0.0009,20791,8.5,-3050,39.06,17.1,20251224,0,0,0,0,"中证500ETF",7.259
0.0004,"500ETF购12月8250",0.0006,0.0003,0.0004,13212,8.25,-1094,32.03,13.66,20251224,0,0,0.0003,-0.0002,"中证500ETF",7.259
0.505,"500ETF沽12月7750",0.6388,0.5,0.501,2560,7.75,-111,33.4,0.19,20251224,14.14,-0.9837,0.1844,-0.1027,"中证500ETF",7.259
0.2328,"500ETF沽3月7000",0.3044,0.23,0.235,9900,7,33,24.16,6.78,20260325,10.42,-0.3342,0.4713,-0.4841,"中证500ETF",7.259
0.0089,"500ETF沽3月5500",0.0117,0.0089,0.0095,10447,5.5,1635,27.73,24.35,20260325,2.77,-0.0034,0.0137,-0.0146,"中证500ETF",7.259
0.0003,"500ETF购12月8750",0.0005,0.0003,0.0004,8198,8.75,-183,43.75,20.54,20251224,0,0,0,0,"中证500ETF",7.259
0.0003,"500ETF沽12月5000",0.0005,0.0002,0.0005,34107,5,-1036,84.38,31.12,20251224,0,0,0,0,"中证500ETF",7.259
0.35,"500ETF沽1月7500",0.47,0.35,0.3577,7175,7.5,1831,21.42,1.5,20260128,13.66,-0.6585,0.7209,-0.7257,"中证500ETF",7.259
0.0151,"500ETF沽3月5750",0.0204,0.015,0.0157,8126,5.75,507,26.32,21,20260325,5.43,-0.0113,0.0387,-0.0413,"中证500ETF",7.259
0.1393,"500ETF沽3月6750",0.191,0.138,0.1427,10349,6.75,-284,23.55,8.93,20260325,11.5,-0.2206,0.384,-0.3999,"中证500ETF",7.259
0.0268,"500ETF沽3月6000",0.037,0.0267,0.0276,10927,6,460,25.24,17.71,20260325,8.18,-0.0302,0.0888,-0.0945,"中证500ETF",7.259
0.0828,"500ETF沽3月6500",0.1144,0.0819,0.0823,9828,6.5,517,23.86,11.6,20260325,11.42,-0.1303,0.2745,-0.2887,"中证500ETF",7.259
0.0477,"500ETF沽3月6250",0.0661,0.0472,0.0477,9036,6.25,1145,24.46,14.56,20260325,10.29,-0.0676,0.1694,-0.1795,"中证500ETF",7.259
0.1933,"500ETF沽1月7250",0.2802,0.1932,0.1933,29630,7.25,4776,20.48,2.79,20260128,17.65,-0.4701,0.7815,-0.8122,"中证500ETF",7.259
0.2581,"500ETF沽12月7500",0.385,0.2581,0.259,15654,7.5,-508,21.63,0.24,20251224,24.02,-0.8542,1.0413,-1.0606,"中证500ETF",7.259
0.0002,"500ETF沽12月4800",0.0003,0.0001,0.0003,42107,4.8,-859,90.63,33.88,20251224,0,0,0,0,"中证500ETF",7.259
0.0059,"500ETF沽1月6000",0.0094,0.0059,0.006,13206,6,3672,28.42,17.43,20260128,3.32,-0.0027,0.0167,-0.0181,"中证500ETF",7.259
0.0903,"500ETF沽1月7000",0.1498,0.0899,0.0903,20501,7,3278,20.14,4.81,20260128,22.71,-0.2825,0.6642,-0.7023,"中证500ETF",7.259
0.0388,"500ETF沽1月6750",0.0702,0.0386,0.0388,21265,6.75,2099,20.85,7.55,20260128,25.61,-0.1369,0.4309,-0.4603,"中证500ETF",7.259
0.009,"500ETF沽1月6250",0.017,0.0081,0.009,7452,6.25,93,24.95,14.02,20260128,11.37,-0.0141,0.071,-0.0767,"中证500ETF",7.259
0.0174,"500ETF沽1月6500",0.0337,0.0169,0.0174,12706,6.5,-52,22.51,10.7,20260128,21.36,-0.0512,0.2069,-0.2225,"中证500ETF",7.259
0.0002,"500ETF沽12月5750",0.0004,0.0001,0.0003,10511,5.75,-190,53.13,20.79,20251224,0,0,0,0,"中证500ETF",7.259
0.0002,"500ETF沽12月5500",0.0005,0.0001,0.0004,6117,5.5,-53,62.5,24.23,20251224,0,0,0,0,"中证500ETF",7.259
0.0002,"500ETF沽12月5250",0.0003,0.0001,0.0009,4716,5.25,-86,71.88,27.68,20251224,0,0,0,0,"中证500ETF",7.259
0.0678,"500ETF沽12月7250",0.164,0.0678,0.0679,84141,7.25,24714,17.09,1.06,20251224,50.72,-0.4737,1.813,-1.9478,"中证500ETF",7.259
0.0011,"500ETF沽12月6500",0.0032,0.0011,0.0012,25697,6.5,-2375,32.03,10.47,20251224,0,0,0.0021,-0.0022,"中证500ETF",7.259
0.0032,"500ETF沽12月6750",0.0094,0.0032,0.0033,49461,6.75,-6394,26.27,7.06,20251224,17.01,-0.0075,0.0953,-0.104,"中证500ETF",7.259
0.0003,"500ETF沽12月6000",0.0009,0.0001,0.0004,23790,6,-4562,45.31,17.35,20251224,0,0,0,0,"中证500ETF",7.259
0.0102,"500ETF沽12月7000",0.0389,0.0102,0.0103,114681,7,23526,19.58,3.71,20251224,78.28,-0.11,0.8572,-0.932,"中证500ETF",7.259
0.0004,"500ETF沽12月6250",0.0018,0.0003,0.0004,17661,6.25,-2344,37.5,13.91,20251224,0,0,0,0,"中证500ETF",7.259
0.0178,"科创50购12月1400",0.0092,0.0177,0.0178,124537,1.4,-47791,23.63,1.56,20251224,38.1,0.4858,6.4219,-0.5731,"科创50ETF",1.396
0.0019,"科创50购12月1500",0.001,0.0019,0.002,93806,1.5,-8572,31.64,7.59,20251224,41.37,0.0563,1.824,-0.1613,"科创50ETF",1.396
0.0515,"科创50购12月1350",0.0291,0.0512,0.0515,55308,1.35,-18904,25.2,0.39,20251224,21.22,0.7829,4.7327,-0.4296,"科创50ETF",1.396
0.0049,"科创50购12月1450",0.0028,0.0048,0.0049,125010,1.45,-17452,26.37,4.22,20251224,58.35,0.2048,4.5735,-0.4057,"科创50ETF",1.396
0.0009,"科创50购12月1550",0.0006,0.0009,0.001,46387,1.55,-2932,37.11,11.1,20251224,15.67,0.0101,0.4313,-0.038,"科创50ETF",1.396
0.0974,"科创50购12月1300",0.065,0.0966,0.0974,17529,1.3,-2786,28.13,0.1,20251224,13.59,0.9485,1.7001,-0.1654,"科创50ETF",1.396
0.0287,"科创50购1月1450",0.0207,0.0287,0.0289,23419,1.45,1270,25.88,5.92,20260128,18.56,0.3815,2.6485,-0.2393,"科创50ETF",1.396
0.0467,"科创50购1月1400",0.0349,0.0466,0.0467,45945,1.4,3797,24.9,3.63,20260128,15.41,0.5155,2.7697,-0.2521,"科创50ETF",1.396
0.0723,"科创50购1月1350",0.0545,0.0722,0.0723,14455,1.35,1805,23.54,1.88,20260128,12.59,0.6523,2.5673,-0.2365,"科创50ETF",1.396
0.1439,"科创50购12月1250",0.1111,0.1439,0.1457,5649,1.25,-733,0,-0.15,20251224,9.64,0.994,0.2735,-0.0402,"科创50ETF",1.396
0.1066,"科创50购1月1300",0.0829,0.1055,0.1066,5609,1.3,93,21.58,0.76,20260128,10.16,0.7756,2.0804,-0.1955,"科创50ETF",1.396
0.0063,"科创50购1月1600",0.0049,0.0063,0.0064,31142,1.6,2580,29.3,15.06,20260128,23.16,0.1045,1.2589,-0.1124,"科创50ETF",1.396
0.0184,"科创50购3月1700",0.0147,0.0175,0.0179,16751,1.7,947,33.69,23.09,20260325,9.35,0.1233,0.9338,-0.0841,"科创50ETF",1.396
0.1472,"科创50购1月1250",0.1177,0.1463,0.1475,2712,1.25,-16,0,0.09,20260128,8.27,0.8724,1.4507,-0.1413,"科创50ETF",1.396
0.0158,"科创50购1月1500",0.0127,0.0157,0.0158,32508,1.5,3763,25.98,8.58,20260128,23.34,0.2642,2.2723,-0.2042,"科创50ETF",1.396
0.0146,"科创50购3月1750",0.0118,0.0144,0.0155,25370,1.75,98,34.57,26.4,20260325,8.56,0.0895,0.7406,-0.0665,"科创50ETF",1.396
0.0089,"科创50购1月1550",0.0072,0.0087,0.0095,26418,1.55,2039,26.76,11.67,20260128,26.9,0.1715,1.7678,-0.1583,"科创50ETF",1.396
0.0123,"科创50购3月1800",0.01,0.0122,0.0123,67068,1.8,1160,35.89,29.82,20260325,7.24,0.0638,0.5721,-0.0513,"科创50ETF",1.396
0.0284,"科创50购3月1600",0.0232,0.0275,0.0293,20392,1.6,102,31.3,16.65,20260325,10.83,0.2204,1.3571,-0.1229,"科创50ETF",1.396
0.0228,"科创50购3月1650",0.0187,0.0219,0.0234,21249,1.65,-964,32.57,19.83,20260325,10.2,0.1666,1.1438,-0.1033,"科创50ETF",1.396
0.1941,"科创50购12月1200",0.1599,0.1941,0.1955,5938,1.2,-607,0,-0.14,20251224,7.19,0.9997,0.0179,-0.0172,"科创50ETF",1.396
0.0932,"科创50购3月1350",0.0775,0.092,0.094,11750,1.35,1090,22.71,3.38,20260325,9.34,0.6237,1.7382,-0.1627,"科创50ETF",1.396
0.1934,"科创50购1月1200",0.1596,0.1875,0.1942,1709,1.2,347,0,-0.19,20260128,6.77,0.9375,0.8548,-0.0896,"科创50ETF",1.396
0.0445,"科创50购3月1500",0.0371,0.0445,0.0455,20151,1.5,1505,28.3,10.64,20260325,11.29,0.36,1.7131,-0.1565,"科创50ETF",1.396
0.119,"科创50购3月1300",0.0998,0.1157,0.1185,7174,1.3,214,19.53,1.65,20260325,8.34,0.711,1.5648,-0.1486,"科创50ETF",1.396
0.0578,"科创50购3月1450",0.0485,0.0563,0.058,22544,1.45,78,27.1,8.01,20260325,10.72,0.4437,1.8085,-0.1662,"科创50ETF",1.396
0.0722,"科创50购3月1400",0.0607,0.0722,0.073,20166,1.4,394,24.76,5.46,20260325,10.3,0.5329,1.8205,-0.1686,"科创50ETF",1.396
0.0362,"科创50购3月1550",0.0307,0.0354,0.0362,26042,1.55,1854,30.18,13.62,20260325,10.99,0.285,1.5546,-0.1413,"科创50ETF",1.396
0.0593,"科创50购6月1600",0.0504,0.0567,0.0593,6411,1.6,566,31.4,18.86,20260624,7.35,0.3122,1.1697,-0.1077,"科创50ETF",1.396
0.152,"科创50购3月1250",0.1285,0.148,0.1556,3824,1.25,-24,12.79,0.43,20260325,7.26,0.7902,1.319,-0.128,"科创50ETF",1.396
0.0499,"科创50购6月1650",0.0434,0.0473,0.05,3896,1.65,33,31.93,21.77,20260624,7.38,0.2639,1.0802,-0.0991,"科创50ETF",1.396
0.2436,"科创50购12月1150",0.2104,0.2408,0.2496,4300,1.15,-52,0,-0.17,20251224,5.73,1,0.0004,-0.015,"科创50ETF",1.396
0.066,"科创50购6月1550",0.0572,0.0635,0.0656,2620,1.55,-145,29.64,15.76,20260624,7.74,0.3658,1.2433,-0.115,"科创50ETF",1.396
0.1883,"科创50购3月1200",0.1634,0.188,0.1906,6965,1.2,98,0,-0.55,20260325,6.36,0.8572,1.0327,-0.1035,"科创50ETF",1.396
0.0435,"科创50购6月1700",0.0378,0.0417,0.0447,8714,1.7,263,32.89,24.89,20260624,7.09,0.2209,0.9809,-0.0897,"科创50ETF",1.396
0.0883,"科创50购6月1450",0.077,0.084,0.0884,4786,1.45,-12,26.73,10.19,20260624,7.68,0.4859,1.3178,-0.1233,"科创50ETF",1.396
0.1222,"科创50购6月1350",0.1076,0.1157,0.1224,2878,1.35,78,23.39,5.46,20260624,7.03,0.6158,1.2627,-0.1202,"科创50ETF",1.396
0.2396,"科创50购1月1150",0.211,0.2383,0.2449,50,1.15,"-",0,-0.46,20260128,5.68,0.9742,0.4167,-0.0511,"科创50ETF",1.396
0.0361,"科创50购6月1750",0.0318,0.0357,0.0361,24910,1.75,904,33.13,27.94,20260624,7.09,0.1833,0.8771,-0.08,"科创50ETF",1.396
0.104,"科创50购6月1400",0.0923,0.1012,0.1042,5879,1.4,133,25.27,7.74,20260624,7.39,0.5504,1.3081,-0.1234,"科创50ETF",1.396
0.0752,"科创50购6月1500",0.0667,0.073,0.0758,5475,1.5,382,28.03,12.84,20260624,7.87,0.424,1.2946,-0.1204,"科创50ETF",1.396
0.1709,"科创50购6月1250",0.1532,0.1663,0.1749,2716,1.25,0,17.72,1.78,20260624,6.06,0.742,1.0678,-0.1046,"科创50ETF",1.396
0.2355,"科创50购6月1150",0.212,0.2258,0.2355,2008,1.15,43,0,-0.75,20260624,5.04,0.8495,0.7724,-0.0797,"科创50ETF",1.396
0.2942,"科创50购12月1100",0.2652,0.2941,0.2996,6092,1.1,-819,0,-0.13,20251224,4.75,1,0,-0.0143,"科创50ETF",1.396
0.2332,"科创50购3月1150",0.2048,0.2266,0.2358,5796,1.15,134,0,-0.92,20260325,5.45,0.9099,0.7443,-0.0786,"科创50ETF",1.396
0.1435,"科创50购6月1300",0.1263,0.1372,0.1444,3049,1.3,6,20.83,3.4,20260624,6.62,0.6803,1.1815,-0.1139,"科创50ETF",1.396
0.1969,"科创50购6月1200",0.1804,0.1919,0.2,2038,1.2,54,0,0.06,20260624,5.66,0.799,0.9282,-0.093,"科创50ETF",1.396
0.3397,"科创50购12月1050",0.3098,0.34,0.345,2568,1.05,14,0,-0.45,20251224,4.11,1,0,-0.0137,"科创50ETF",1.396
0.3911,"科创50购12月1000",0.3596,0.3901,0.3996,2592,1,-188,0,-0.35,20251224,3.57,1,0,-0.013,"科创50ETF",1.396
0.4421,"科创50购12月950",0.4131,0.4399,0.4497,892,0.95,-4,0,-0.28,20251224,3.16,1,0,-0.0123,"科创50ETF",1.396
0.5429,"科创50购12月850",0.5109,0.5399,0.5464,1938,0.85,-15,0,-0.22,20251224,2.57,1,0,-0.011,"科创50ETF",1.396
0.486,"科创50购12月900",0.466,0.4896,0.498,2372,0.9,-8,0,-0.72,20251224,2.87,1,0,-0.0117,"科创50ETF",1.396
0.5898,"科创50购12月800",0.5505,0.5893,0.5969,2220,0.8,-75,0,-0.44,20251224,2.37,1,0,-0.0104,"科创50ETF",1.396
0.3261,"科创50购3月1050",0.2918,0.3187,0.3289,2272,1.05,12,0,-1.43,20260325,4.16,0.9727,0.2883,-0.0384,"科创50ETF",1.396
0.273,"科创50购3月1100",0.245,0.273,0.2773,6042,1.1,3,0,-1.65,20260325,4.85,0.9478,0.4885,-0.0562,"科创50ETF",1.396
0.3715,"科创50购3月1000",0.3407,0.3671,0.3777,2196,1,12,0,-1.76,20260325,3.71,0.9872,0.1508,-0.026,"科创50ETF",1.396
0.5229,"科创50购3月850",0.4845,0.5144,0.5229,2234,0.85,34,0,-1.65,20260325,2.67,0.9995,0.0086,-0.0117,"科创50ETF",1.396
0.42,"科创50购3月950",0.4425,0.4157,0.4258,651,0.95,1,0,-1.86,20260325,3.31,0.9948,0.0687,-0.0182,"科创50ETF",1.396
0.3674,"科创50沽6月1650",0.3641,0.3328,0.347,1819,1.65,18,52.05,8.12,20260624,2.8,-0.736,1.0802,-0.0777,"科创50ETF",1.396
0.0001,"科创50购12月1800",0.0001,0.0001,0.0002,54765,1.8,-781,62.5,28.95,20251224,0,0,0,0,"科创50ETF",1.396
0.0001,"科创50购12月1750",0.0001,0.0001,0.0002,25656,1.75,-27,56.25,25.37,20251224,0,0,0,0,"科创50ETF",1.396
0.0002,"科创50购12月1700",0.0003,0.0002,0.0003,25957,1.7,150,53.13,21.79,20251224,0,0,0.0004,0,"科创50ETF",1.396
0.0002,"科创50购12月1650",0.0002,0.0002,0.0003,31817,1.65,-1361,43.75,18.21,20251224,0.7,0.0001,0.0061,-0.0004,"科创50ETF",1.396
0.0004,"科创50购12月1600",0.0004,0.0003,0.0004,51002,1.6,-742,40.63,14.64,20251224,4.19,0.0012,0.0636,-0.0055,"科创50ETF",1.396
0.0019,"科创50沽3月950",0.002,0.0017,0.0024,9300,0.95,532,37.3,32.08,20260325,3.75,-0.0051,0.0687,-0.0058,"科创50ETF",1.396
0.0001,"科创50沽12月800",0.0001,"-",0.0001,65009,0.8,164,128.13,42.7,20251224,0,0,0,0,"科创50ETF",1.396
0.0002,"科创50沽12月1150",0.0002,0.0001,0.0003,28792,1.15,-75,53.13,17.64,20251224,0,0,0.0004,0,"科创50ETF",1.396
0.0002,"科创50沽12月1100",0.0002,0.0001,0.0002,40254,1.1,-262,62.5,21.22,20251224,0,0,0,0,"科创50ETF",1.396
0.0001,"科创50沽12月900",0.0001,"-",0.0001,17196,0.9,-1,100,35.54,20251224,0,0,0,0,"科创50ETF",1.396
0.0001,"科创50沽12月850",0.0001,"-",0.0001,35026,0.85,119,114.06,39.12,20251224,0,0,0,0,"科创50ETF",1.396
0.3206,"科创50沽6月1600",0.3222,0.296,0.3048,1245,1.6,30,49.22,8.35,20260624,2.99,-0.6877,1.1697,-0.0869,"科创50ETF",1.396
0.3667,"科创50沽3月1700",0.3563,0.3398,0.3493,3075,1.7,-1,56.4,4.49,20260325,3.34,-0.8766,0.9338,-0.0619,"科创50ETF",1.396
0.4445,"科创50购3月900",0.445,0.465,0.4763,646,0.9,7,0,-3.69,20260325,3.13,0.9982,0.0267,-0.014,"科创50ETF",1.396
0.4509,"科创50沽3月1800",0.4647,0.4343,0.4447,7685,1.8,-1,57.62,3.36,20260325,2.9,-0.9361,0.5721,-0.0278,"科创50ETF",1.396
0.4304,"科创50沽6月1750",0.4501,0.427,0.434,4709,1.75,101,48.78,5.47,20260624,2.65,-0.8166,0.8771,-0.0572,"科创50ETF",1.396
0.3845,"科创50沽6月1700",0.4066,0.3757,0.3907,3098,1.7,49,46.8,5.77,20260624,2.83,-0.779,0.9809,-0.0676,"科创50ETF",1.396
0.41,"科创50沽12月1800",0.438,0.4005,0.4101,2567,1.8,0,109.67,0.43,20251224,3.4,-0.9999,0,0.0236,"科创50ETF",1.396
0.3905,"科创50沽3月1750",0.4182,0.3867,0.3968,4940,1.75,0,49.37,2.61,20260325,3.25,-0.9104,0.7406,-0.0437,"科创50ETF",1.396
0.2568,"科创50沽6月1550",0.2785,0.2503,0.2628,742,1.55,-14,41.82,7.36,20260624,3.45,-0.6341,1.2433,-0.0949,"科创50ETF",1.396
